year,Date,Month,emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,application_type,purpose,interest_rate,grade,installment,region,loan_condition
2011,1,11,10.0,RENT,Low,100000,28000, 60 months,INDIVIDUAL,debt_consolidation,19.91,E,740.43,Northern-Irl,Good Loan
2011,1,11,6.05,MORTGAGE,Low,68232,20000, 60 months,INDIVIDUAL,home_improvement,19.03,E,519.15,munster,Good Loan
2011,1,11,5.0,OWN,Low,15000,5000, 36 months,INDIVIDUAL,debt_consolidation,7.51,A,155.56,cannught,Good Loan
2011,1,11,0.5,RENT,Low,90000,15000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,469.36,Northern-Irl,Good Loan
2011,1,11,1.0,RENT,Low,37000,13000, 36 months,INDIVIDUAL,debt_consolidation,9.91,B,418.93,leinster,Good Loan
2011,1,11,3.0,MORTGAGE,High,300000,28000, 36 months,INDIVIDUAL,home_improvement,6.62,A,859.71,ulster,Good Loan
2011,1,11,6.05,RENT,Low,30000,7200, 36 months,INDIVIDUAL,debt_consolidation,15.27,C,250.55,Northern-Irl,Good Loan
2011,1,11,1.0,MORTGAGE,Low,55000,5225, 36 months,INDIVIDUAL,credit_card,9.91,B,168.38,leinster,Good Loan
2011,1,11,4.0,MORTGAGE,Medium,180000,16000, 60 months,INDIVIDUAL,other,17.27,D,399.97,ulster,Good Loan
2011,1,11,4.0,RENT,Low,90000,5000, 36 months,INDIVIDUAL,debt_consolidation,16.77,D,177.7,ulster,Good Loan
2011,1,11,6.0,MORTGAGE,Low,78000,20000, 36 months,INDIVIDUAL,credit_card,15.96,C,702.75,ulster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,79200,10000, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,304.36,leinster,Good Loan
2011,1,11,3.0,RENT,Low,30000,14000, 36 months,INDIVIDUAL,debt_consolidation,8.9,A,444.55,cannught,Good Loan
2011,1,11,4.0,RENT,Low,48000,12000, 60 months,INDIVIDUAL,credit_card,15.27,C,287.19,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Low,30000,4600, 36 months,INDIVIDUAL,credit_card,7.9,A,143.94,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,75000,7000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,219.04,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,65000,12000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,375.49,leinster,Good Loan
2011,1,11,3.0,MORTGAGE,Low,70000,20000, 60 months,INDIVIDUAL,debt_consolidation,15.96,C,485.94,leinster,Good Loan
2011,1,11,4.0,RENT,Low,33000,18225, 60 months,INDIVIDUAL,debt_consolidation,19.91,E,481.94,ulster,Good Loan
2011,1,11,0.5,RENT,Medium,115000,6500, 36 months,INDIVIDUAL,wedding,10.65,B,211.73,ulster,Good Loan
2011,1,11,5.0,MORTGAGE,Medium,106000,20000, 60 months,INDIVIDUAL,home_improvement,14.65,C,472.14,cannught,Good Loan
2011,1,11,4.0,OWN,Low,38400,25000, 60 months,INDIVIDUAL,credit_card,10.65,B,539.21,leinster,Good Loan
2011,1,11,5.0,RENT,Low,42000,8500, 36 months,INDIVIDUAL,debt_consolidation,7.51,A,264.45,Northern-Irl,Good Loan
2011,1,11,3.0,MORTGAGE,Low,75000,4000, 60 months,INDIVIDUAL,car,10.65,B,86.28,leinster,Good Loan
2011,1,11,0.5,RENT,Low,64000,12000, 36 months,INDIVIDUAL,debt_consolidation,13.49,C,407.17,leinster,Good Loan
2011,1,11,6.05,MORTGAGE,Low,51000,6400, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,200.26,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Medium,100904,35000, 60 months,INDIVIDUAL,debt_consolidation,20.3,E,933.14,leinster,Good Loan
2011,1,11,2.0,RENT,Low,35000,16000, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,529.22,Northern-Irl,Good Loan
2011,1,11,3.0,RENT,Medium,125000,11000, 36 months,INDIVIDUAL,debt_consolidation,16.77,D,390.93,Northern-Irl,Good Loan
2011,1,11,5.0,RENT,Low,65000,3200, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,105.85,ulster,Good Loan
2011,1,11,1.0,RENT,Low,75000,3300, 36 months,INDIVIDUAL,wedding,11.71,B,109.16,leinster,Good Loan
2011,1,11,7.0,MORTGAGE,Low,98280,9400, 36 months,INDIVIDUAL,credit_card,6.62,A,288.62,ulster,Good Loan
2011,1,11,6.0,MORTGAGE,Medium,103000,4000, 36 months,INDIVIDUAL,car,13.49,C,135.73,Northern-Irl,Good Loan
2011,1,11,10.0,OWN,Low,70000,10000, 36 months,INDIVIDUAL,home_improvement,12.42,B,334.16,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Low,80000,12000, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,365.23,munster,Good Loan
2011,1,11,6.0,OWN,Low,42000,18000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,563.23,leinster,Good Loan
2011,1,11,2.0,RENT,Low,40000,15000, 60 months,INDIVIDUAL,debt_consolidation,21.28,F,408.17,leinster,Good Loan
2011,1,11,8.0,MORTGAGE,Low,57468,14075, 36 months,INDIVIDUAL,debt_consolidation,9.91,B,453.57,leinster,Good Loan
2011,1,11,0.5,OWN,Low,26000,4800, 60 months,INDIVIDUAL,debt_consolidation,17.58,D,120.8,leinster,Good Loan
2011,1,11,4.0,MORTGAGE,Low,48000,17175, 60 months,INDIVIDUAL,house,18.25,D,438.48,leinster,Good Loan
2011,1,11,6.05,MORTGAGE,Low,33600,8000, 36 months,INDIVIDUAL,home_improvement,6.03,A,243.49,ulster,Good Loan
2011,1,11,2.0,MORTGAGE,Low,56650,6500, 36 months,INDIVIDUAL,debt_consolidation,10.65,B,211.73,Northern-Irl,Good Loan
2011,1,11,0.5,MORTGAGE,Low,100000,19000, 60 months,INDIVIDUAL,debt_consolidation,17.58,D,478.15,cannught,Good Loan
2011,1,11,3.0,MORTGAGE,Low,90000,21000, 60 months,INDIVIDUAL,small_business,12.42,B,471.61,ulster,Good Loan
2011,1,11,0.5,MORTGAGE,Low,72000,12000, 60 months,INDIVIDUAL,other,10.65,B,258.82,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,87120,2850, 36 months,INDIVIDUAL,credit_card,7.51,A,88.67,Northern-Irl,Good Loan
2011,1,11,4.0,RENT,Low,39624,13000, 60 months,INDIVIDUAL,debt_consolidation,14.27,C,304.32,ulster,Good Loan
2011,1,11,3.0,RENT,Low,37000,8000, 36 months,INDIVIDUAL,debt_consolidation,13.49,C,271.45,munster,Good Loan
2011,1,11,0.5,RENT,Low,18000,1500, 36 months,INDIVIDUAL,vacation,18.64,E,54.72,ulster,Good Loan
2011,1,11,2.0,MORTGAGE,Low,70000,30000, 36 months,INDIVIDUAL,debt_consolidation,10.65,B,977.2,cannught,Good Loan
2011,1,11,0.5,MORTGAGE,Low,62000,9475, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,288.38,cannught,Good Loan
2011,1,11,5.0,RENT,Low,82400,9975, 60 months,INDIVIDUAL,car,17.58,D,251.03,leinster,Good Loan
2011,1,11,4.0,MORTGAGE,Low,50400,3000, 36 months,INDIVIDUAL,home_improvement,14.65,C,103.49,Northern-Irl,Good Loan
2011,1,11,2.0,RENT,Low,82000,20900, 36 months,INDIVIDUAL,credit_card,12.69,B,701.09,Northern-Irl,Good Loan
2011,1,11,3.0,MORTGAGE,Medium,130000,30000, 60 months,INDIVIDUAL,debt_consolidation,22.74,G,841.24,leinster,Good Loan
2011,1,11,2.0,RENT,Low,50000,8000, 36 months,INDIVIDUAL,credit_card,6.62,A,245.63,ulster,Good Loan
2011,1,11,1.0,OWN,Low,24000,6000, 36 months,INDIVIDUAL,wedding,15.96,C,210.83,munster,Good Loan
2011,1,11,10.0,RENT,Low,74030,2600, 36 months,INDIVIDUAL,major_purchase,15.27,C,90.48,cannught,Good Loan
2011,1,11,5.0,MORTGAGE,Low,29000,11500, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,359.84,munster,Good Loan
2011,1,11,5.0,OWN,Low,50000,5000, 36 months,INDIVIDUAL,major_purchase,12.69,B,167.73,cannught,Good Loan
2011,1,11,3.0,MORTGAGE,Low,95000,6500, 36 months,INDIVIDUAL,other,10.65,B,211.73,munster,Good Loan
2011,1,11,10.0,OWN,Medium,118355,14000, 60 months,INDIVIDUAL,debt_consolidation,14.65,C,330.5,leinster,Good Loan
2011,1,11,2.0,MORTGAGE,Low,95000,24000, 36 months,INDIVIDUAL,home_improvement,7.9,A,750.97,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Low,72000,5800, 36 months,INDIVIDUAL,debt_consolidation,12.42,B,193.81,ulster,Good Loan
2011,1,11,2.0,MORTGAGE,Low,100000,12000, 60 months,INDIVIDUAL,other,13.49,C,276.06,leinster,Good Loan
2011,1,11,7.0,MORTGAGE,Low,54000,6000, 60 months,INDIVIDUAL,car,8.9,A,124.26,Northern-Irl,Good Loan
2011,1,11,6.0,MORTGAGE,Low,50000,12000, 60 months,INDIVIDUAL,home_improvement,15.96,C,291.57,leinster,Good Loan
2011,1,11,1.0,MORTGAGE,Low,69500,23000, 60 months,INDIVIDUAL,debt_consolidation,10.65,B,496.08,ulster,Good Loan
2011,1,11,6.05,RENT,Low,15000,2600, 36 months,INDIVIDUAL,debt_consolidation,16.29,D,91.79,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Low,55000,3000, 36 months,INDIVIDUAL,home_improvement,6.62,A,92.12,cannught,Good Loan
2011,1,11,6.0,MORTGAGE,Low,79000,10375, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,318.56,leinster,Good Loan
2011,1,11,7.0,MORTGAGE,Low,82008,7200, 36 months,INDIVIDUAL,major_purchase,6.62,A,221.07,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Low,57000,17725, 60 months,INDIVIDUAL,debt_consolidation,11.71,B,391.7,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,48000,15350, 60 months,INDIVIDUAL,debt_consolidation,13.49,C,353.13,cannught,Good Loan
2011,1,11,9.0,MORTGAGE,Low,72000,4200, 36 months,INDIVIDUAL,home_improvement,12.42,B,140.35,munster,Good Loan
2011,1,11,6.0,RENT,Low,69000,4200, 36 months,INDIVIDUAL,car,6.62,A,128.96,Northern-Irl,Good Loan
2011,1,11,7.0,RENT,Low,60630,10000, 36 months,INDIVIDUAL,debt_consolidation,7.51,A,311.11,Northern-Irl,Good Loan
2011,1,11,2.0,MORTGAGE,Low,72000,5000, 36 months,INDIVIDUAL,major_purchase,6.03,A,152.18,leinster,Good Loan
2011,1,11,6.05,OWN,Low,30000,14125, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,433.69,leinster,Good Loan
2011,1,11,10.0,OWN,Low,62000,20000, 60 months,INDIVIDUAL,debt_consolidation,18.25,D,510.6,leinster,Good Loan
2011,1,11,4.0,RENT,Low,85000,10000, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,307.04,Northern-Irl,Good Loan
2011,1,11,10.0,OWN,Medium,180000,10000, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,330.76,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Low,38000,5400, 36 months,INDIVIDUAL,other,8.9,A,171.47,munster,Good Loan
2011,1,11,6.0,MORTGAGE,Low,100000,9000, 36 months,INDIVIDUAL,credit_card,10.65,B,293.16,cannught,Good Loan
2011,1,11,9.0,MORTGAGE,Medium,134500,24000, 36 months,INDIVIDUAL,debt_consolidation,15.96,C,843.3,leinster,Good Loan
2011,1,11,3.0,MORTGAGE,Low,40000,17600, 60 months,INDIVIDUAL,debt_consolidation,17.27,D,439.97,Northern-Irl,Good Loan
2011,1,11,8.0,MORTGAGE,Low,77000,12000, 36 months,INDIVIDUAL,credit_card,7.9,A,375.49,ulster,Good Loan
2011,1,11,9.0,OWN,Low,46000,4925, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,162.9,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,81840,30000, 36 months,INDIVIDUAL,debt_consolidation,19.03,E,1100.14,ulster,Good Loan
2011,1,11,1.0,RENT,Low,72000,15000, 60 months,INDIVIDUAL,wedding,13.49,C,345.08,leinster,Good Loan
2011,1,11,3.0,RENT,Medium,101000,20000, 36 months,INDIVIDUAL,credit_card,7.9,A,625.81,leinster,Good Loan
2011,1,11,6.0,MORTGAGE,Low,70000,18000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,563.23,ulster,Good Loan
2011,1,11,3.0,MORTGAGE,Low,37000,6400, 36 months,INDIVIDUAL,home_improvement,11.71,B,211.69,leinster,Good Loan
2011,1,11,4.0,MORTGAGE,Low,54000,9600, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,294.76,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Low,80000,7000, 36 months,INDIVIDUAL,home_improvement,6.03,A,213.05,cannught,Good Loan
2011,1,11,1.0,RENT,Low,90000,7000, 36 months,INDIVIDUAL,other,10.65,B,228.02,ulster,Good Loan
2011,1,11,10.0,RENT,Low,59000,9600, 36 months,INDIVIDUAL,wedding,9.91,B,309.36,ulster,Good Loan
2011,1,11,2.0,MORTGAGE,Low,50000,10000, 36 months,INDIVIDUAL,home_improvement,7.9,A,312.91,cannught,Good Loan
2011,1,11,7.0,MORTGAGE,Medium,140000,18000, 36 months,INDIVIDUAL,credit_card,7.9,A,563.23,ulster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,72000,8400, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,257.92,ulster,Good Loan
2011,1,11,5.0,RENT,Medium,111396,33600, 60 months,INDIVIDUAL,debt_consolidation,13.49,C,772.96,ulster,Good Loan
2011,1,11,2.0,MORTGAGE,Medium,105000,7200, 36 months,INDIVIDUAL,debt_consolidation,10.65,B,234.53,munster,Good Loan
2011,1,11,0.5,RENT,Low,30000,4550, 60 months,INDIVIDUAL,moving,16.77,D,112.52,Northern-Irl,Good Loan
2011,1,11,10.0,OWN,Low,37500,18750, 60 months,INDIVIDUAL,debt_consolidation,16.77,D,463.68,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Medium,192000,5600, 36 months,INDIVIDUAL,home_improvement,7.9,A,175.23,ulster,Good Loan
2011,1,11,4.0,RENT,Low,55000,4200, 36 months,INDIVIDUAL,credit_card,12.69,B,140.89,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,54000,4800, 36 months,INDIVIDUAL,debt_consolidation,12.42,B,160.4,ulster,Good Loan
2011,1,11,0.5,MORTGAGE,Low,96000,3000, 36 months,INDIVIDUAL,car,7.9,A,93.88,Northern-Irl,Good Loan
2011,1,11,5.0,MORTGAGE,Medium,100800,22000, 36 months,INDIVIDUAL,debt_consolidation,12.42,B,735.14,leinster,Good Loan
2011,1,11,10.0,RENT,Low,71000,20000, 60 months,INDIVIDUAL,debt_consolidation,13.49,C,460.1,ulster,Good Loan
2011,1,11,6.05,MORTGAGE,Low,30000,4750, 36 months,INDIVIDUAL,other,7.9,A,148.63,cannught,Good Loan
2011,1,11,2.0,RENT,Low,66000,7500, 36 months,INDIVIDUAL,credit_card,6.62,A,230.28,cannught,Good Loan
2011,1,11,0.5,RENT,Low,65000,15000, 60 months,INDIVIDUAL,debt_consolidation,17.58,D,377.49,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,94325,30000, 60 months,INDIVIDUAL,debt_consolidation,18.64,E,772.29,Northern-Irl,Good Loan
2011,1,11,8.0,MORTGAGE,Low,75500,9000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,281.62,Northern-Irl,Good Loan
2011,1,11,2.0,MORTGAGE,Medium,156000,35000, 36 months,INDIVIDUAL,debt_consolidation,10.65,B,1140.07,Northern-Irl,Good Loan
2011,1,11,4.0,MORTGAGE,Low,95000,6400, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,200.26,Northern-Irl,Good Loan
2011,1,11,6.0,RENT,Low,48000,10800, 36 months,INDIVIDUAL,debt_consolidation,16.29,D,381.25,leinster,Good Loan
2011,1,11,2.0,RENT,Low,74500,3000, 36 months,INDIVIDUAL,debt_consolidation,14.27,C,102.93,leinster,Good Loan
2011,1,11,1.0,RENT,Low,37200,4500, 60 months,INDIVIDUAL,car,13.49,C,103.53,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,65000,15000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,469.36,munster,Good Loan
2011,1,11,3.0,RENT,Low,55000,12600, 60 months,INDIVIDUAL,credit_card,19.42,E,329.77,ulster,Good Loan
2011,1,11,9.0,MORTGAGE,Medium,150000,25000, 60 months,INDIVIDUAL,home_improvement,12.42,B,561.44,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Medium,130000,10200, 36 months,INDIVIDUAL,credit_card,7.51,A,317.34,Northern-Irl,Good Loan
2011,1,11,0.5,RENT,Low,74000,20000, 36 months,INDIVIDUAL,debt_consolidation,12.69,B,670.9,cannught,Good Loan
2011,1,11,2.0,MORTGAGE,Low,90000,7000, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,231.54,Northern-Irl,Good Loan
2011,1,11,9.0,MORTGAGE,Medium,107496,20000, 36 months,INDIVIDUAL,debt_consolidation,12.69,B,670.9,ulster,Good Loan
2011,1,11,4.0,RENT,Medium,175000,17000, 60 months,INDIVIDUAL,small_business,19.03,E,441.28,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Low,79200,5000, 60 months,INDIVIDUAL,car,10.65,B,107.85,leinster,Good Loan
2011,1,11,1.0,RENT,Low,93000,21000, 36 months,INDIVIDUAL,debt_consolidation,9.91,B,676.73,ulster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,61000,12000, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,365.23,leinster,Good Loan
2011,1,11,8.0,RENT,High,228000,24000, 60 months,INDIVIDUAL,major_purchase,18.25,D,612.72,ulster,Good Loan
2011,1,11,1.0,RENT,Low,54000,5400, 36 months,INDIVIDUAL,debt_consolidation,14.27,C,185.27,munster,Good Loan
2011,1,11,0.5,MORTGAGE,Low,62000,9400, 60 months,INDIVIDUAL,debt_consolidation,14.27,C,220.04,Northern-Irl,Good Loan
2011,1,11,8.0,RENT,Low,55000,15125, 60 months,INDIVIDUAL,debt_consolidation,13.49,C,347.95,ulster,Good Loan
2011,1,11,3.0,RENT,Medium,140000,12000, 36 months,INDIVIDUAL,debt_consolidation,9.91,B,386.7,munster,Good Loan
2011,1,11,8.0,RENT,Low,30000,12000, 60 months,INDIVIDUAL,house,9.91,B,254.44,Northern-Irl,Good Loan
2011,1,11,6.0,MORTGAGE,Low,55000,10000, 36 months,INDIVIDUAL,debt_consolidation,7.9,A,312.91,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,38492,6500, 36 months,INDIVIDUAL,other,11.71,B,215.0,leinster,Good Loan
2011,1,11,2.0,MORTGAGE,Low,30000,8000, 36 months,INDIVIDUAL,home_improvement,10.65,B,260.59,cannught,Good Loan
2011,1,11,0.5,RENT,Low,54000,3600, 36 months,INDIVIDUAL,moving,12.42,B,120.3,leinster,Good Loan
2011,1,11,6.0,RENT,Low,15000,2400, 36 months,INDIVIDUAL,moving,9.91,B,77.34,munster,Good Loan
2011,1,11,10.0,RENT,Low,64590,12600, 60 months,INDIVIDUAL,other,12.69,B,284.7,Northern-Irl,Good Loan
2011,1,11,2.0,MORTGAGE,Low,60000,12000, 60 months,INDIVIDUAL,other,18.64,E,308.92,leinster,Good Loan
2011,1,11,3.0,MORTGAGE,Medium,136000,35000, 60 months,INDIVIDUAL,home_improvement,20.3,E,933.14,ulster,Good Loan
2011,1,11,8.0,RENT,Low,48000,25000, 60 months,INDIVIDUAL,credit_card,14.27,C,585.22,Northern-Irl,Good Loan
2011,1,11,3.0,MORTGAGE,Low,70000,5200, 36 months,INDIVIDUAL,debt_consolidation,7.51,A,161.78,leinster,Good Loan
2011,1,11,6.05,OWN,Low,25000,8500, 36 months,INDIVIDUAL,other,6.03,A,258.71,leinster,Good Loan
2011,1,11,0.5,RENT,Low,47000,13000, 60 months,INDIVIDUAL,debt_consolidation,8.9,A,269.23,ulster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,60000,10000, 36 months,INDIVIDUAL,debt_consolidation,16.77,D,355.39,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,88000,12475, 36 months,INDIVIDUAL,home_improvement,6.03,A,379.69,cannught,Good Loan
2011,1,11,4.0,MORTGAGE,Low,44000,3200, 36 months,INDIVIDUAL,debt_consolidation,7.51,A,99.56,ulster,Good Loan
2011,1,11,10.0,RENT,Low,40000,5500, 36 months,INDIVIDUAL,other,6.62,A,168.88,ulster,Good Loan
2011,1,11,6.05,RENT,Low,8000,2100, 36 months,INDIVIDUAL,vacation,7.51,A,65.34,Northern-Irl,Good Loan
2011,1,11,5.0,RENT,Low,100000,5000, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,152.18,ulster,Good Loan
2011,1,11,3.0,MORTGAGE,Low,45600,12000, 36 months,INDIVIDUAL,debt_consolidation,14.65,C,413.94,leinster,Good Loan
2011,1,11,6.0,RENT,Low,74000,8500, 36 months,INDIVIDUAL,credit_card,11.71,B,281.15,Northern-Irl,Good Loan
2011,1,11,4.0,MORTGAGE,Low,76800,12000, 36 months,INDIVIDUAL,credit_card,8.9,A,381.04,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,96000,31000, 60 months,INDIVIDUAL,credit_card,12.42,B,696.18,ulster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,55172,12600, 60 months,INDIVIDUAL,debt_consolidation,10.65,B,271.77,cannught,Good Loan
2011,1,11,2.0,RENT,Low,33000,7600, 36 months,INDIVIDUAL,major_purchase,15.27,C,264.47,leinster,Good Loan
2011,1,11,2.0,RENT,Low,16800,2750, 36 months,INDIVIDUAL,credit_card,16.77,D,97.74,ulster,Good Loan
2011,1,11,6.0,RENT,Low,72000,20000, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,661.52,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Low,45600,7000, 36 months,INDIVIDUAL,car,6.62,A,214.93,Northern-Irl,Good Loan
2011,1,11,6.0,RENT,Low,80400,7000, 36 months,INDIVIDUAL,debt_consolidation,10.65,B,228.02,leinster,Good Loan
2011,1,11,2.0,RENT,Low,91200,24000, 60 months,INDIVIDUAL,small_business,22.06,F,663.68,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,90000,13200, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,405.29,munster,Good Loan
2011,1,11,7.0,RENT,Low,48000,6000, 36 months,INDIVIDUAL,debt_consolidation,11.71,B,198.46,Northern-Irl,Good Loan
2011,1,11,6.05,MORTGAGE,Medium,185000,35000, 36 months,INDIVIDUAL,small_business,12.42,B,1169.54,munster,Good Loan
2011,1,11,4.0,MORTGAGE,Low,40000,4625, 36 months,INDIVIDUAL,medical,12.42,B,154.55,cannught,Good Loan
2011,1,11,10.0,MORTGAGE,Low,65000,13000, 60 months,INDIVIDUAL,debt_consolidation,19.42,E,340.24,Northern-Irl,Good Loan
2011,1,11,4.0,RENT,Low,50000,11200, 60 months,INDIVIDUAL,other,14.65,C,264.4,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Medium,150000,6000, 36 months,INDIVIDUAL,home_improvement,6.03,A,182.62,cannught,Good Loan
2011,1,11,2.0,OWN,Low,27600,2500, 36 months,INDIVIDUAL,major_purchase,11.71,B,82.69,leinster,Good Loan
2011,1,11,0.5,RENT,Medium,130000,15000, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,456.54,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Low,95000,15000, 36 months,INDIVIDUAL,debt_consolidation,9.91,B,483.38,leinster,Good Loan
2011,1,11,1.0,RENT,Low,51996,14000, 60 months,INDIVIDUAL,other,10.65,B,301.96,cannught,Good Loan
2011,1,11,10.0,OWN,Low,79200,3800, 36 months,INDIVIDUAL,home_improvement,6.62,A,116.68,Northern-Irl,Good Loan
2011,1,11,0.5,OWN,Low,14400,3000, 36 months,INDIVIDUAL,debt_consolidation,12.69,B,100.64,leinster,Good Loan
2011,1,11,3.0,RENT,Low,70000,5600, 36 months,INDIVIDUAL,credit_card,14.27,C,192.13,Northern-Irl,Good Loan
2011,1,11,5.0,RENT,Low,85000,12000, 36 months,INDIVIDUAL,debt_consolidation,15.27,C,417.58,ulster,Good Loan
2011,1,11,6.05,RENT,Low,19200,6000, 36 months,INDIVIDUAL,debt_consolidation,10.65,B,195.44,Northern-Irl,Good Loan
2011,1,11,10.0,MORTGAGE,Low,78000,27250, 60 months,INDIVIDUAL,debt_consolidation,18.64,E,701.5,ulster,Good Loan
2011,1,11,9.0,OWN,Low,45000,12000, 36 months,INDIVIDUAL,debt_consolidation,6.03,A,365.23,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Low,57600,25000, 60 months,INDIVIDUAL,debt_consolidation,10.65,B,539.21,ulster,Good Loan
2011,1,11,8.0,MORTGAGE,Low,80000,13000, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,399.15,cannught,Good Loan
2011,1,11,0.5,RENT,Low,72000,8000, 36 months,INDIVIDUAL,major_purchase,7.9,A,250.33,munster,Good Loan
2011,1,11,10.0,MORTGAGE,Medium,104000,13600, 36 months,INDIVIDUAL,home_improvement,6.03,A,413.93,cannught,Good Loan
2011,1,11,1.0,MORTGAGE,Medium,103800,30000, 60 months,INDIVIDUAL,home_improvement,12.69,B,677.85,ulster,Good Loan
2011,1,11,4.0,MORTGAGE,Low,52000,8000, 36 months,INDIVIDUAL,debt_consolidation,8.9,A,254.03,Northern-Irl,Good Loan
2011,1,11,3.0,MORTGAGE,Medium,200000,30000, 36 months,INDIVIDUAL,debt_consolidation,8.9,A,952.6,ulster,Good Loan
2011,1,10,7.0,RENT,Low,63372,3000, 36 months,INDIVIDUAL,car,10.65,B,97.72,leinster,Good Loan
2011,1,11,10.0,MORTGAGE,Medium,155000,24000, 60 months,INDIVIDUAL,debt_consolidation,19.03,E,622.97,cannught,Good Loan
2011,1,11,10.0,RENT,Low,90000,15000, 36 months,INDIVIDUAL,credit_card,17.58,D,539.14,ulster,Good Loan
2011,1,11,0.5,OWN,Low,60000,9400, 60 months,INDIVIDUAL,other,21.67,F,257.86,munster,Good Loan
2011,1,11,6.05,MORTGAGE,Low,57600,20000, 60 months,INDIVIDUAL,home_improvement,14.65,C,472.14,munster,Good Loan
2011,1,11,1.0,MORTGAGE,Low,97500,20000, 60 months,INDIVIDUAL,debt_consolidation,14.27,C,468.17,leinster,Good Loan
2011,1,11,3.0,OWN,Low,6000,1300, 36 months,INDIVIDUAL,other,6.03,A,39.57,leinster,Good Loan
2011,1,11,2.0,RENT,Low,45000,10000, 36 months,INDIVIDUAL,debt_consolidation,7.51,A,311.11,leinster,Good Loan
2011,1,11,4.0,RENT,Low,50000,8000, 36 months,INDIVIDUAL,debt_consolidation,6.62,A,245.63,ulster,Good Loan
2011,1,11,5.0,RENT,Low,33204,2800, 60 months,INDIVIDUAL,debt_consolidation,9.91,B,59.37,Northern-Irl,Good Loan
2011,1,11,8.0,RENT,Low,77100,35000, 36 months,INDIVIDUAL,medical,12.42,B,1169.54,ulster,Good Loan
2011,1,10,2.0,RENT,Low,35004,2700, 36 months,INDIVIDUAL,other,13.49,C,91.62,Northern-Irl,Good Loan
2011,1,11,7.0,MORTGAGE,Low,76700,19000, 60 months,INDIVIDUAL,debt_consolidation,11.71,B,419.87,ulster,Good Loan
